ALO,2022-03-01 09:54,39.00,32.00,75.75,320.00,4.00,0.00,29.91,1013.10,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,35.59,KALO 010954Z AUTO 32004KT 10SM OVC100 04/00 A2991 RMK AO2 SLP131 T00390000,M
ALO,2022-03-01 10:54,36.00,30.90,81.53,360.00,4.00,0.00,29.90,1013.10,10.00,M,FEW,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,32.09,KALO 011054Z AUTO 36004KT 10SM FEW110 02/M01 A2990 RMK AO2 SLP131 T00221006,M
ALO,2022-03-01 11:54,34.00,30.00,85.11,0.00,0.00,0.00,29.92,1013.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.00,KALO 011154Z 00000KT 10SM CLR 01/M01 A2992 RMK AO2 SLP138 T00111011 10056 20011 53004,M
ALO,2022-03-01 12:54,34.00,30.00,85.11,320.00,4.00,0.00,29.94,1014.30,10.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,29.76,KALO 011254Z 32004KT 10SM SCT110 01/M01 A2994 RMK AO2 SLP143 T00111011,M
ALO,2022-03-01 13:54,39.00,34.00,82.08,310.00,3.00,0.00,29.96,1015.00,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,36.69,KALO 011354Z 31003KT 10SM BKN110 04/01 A2996 RMK AO2 SLP150 T00390011,M
ALO,2022-03-01 14:54,43.00,33.10,67.82,350.00,7.00,0.00,29.98,1015.70,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,38.19,KALO 011454Z 35007KT 10SM BKN100 06/01 A2998 RMK AO2 SLP157 T00610006 53019,M
ALO,2022-03-01 15:54,46.00,33.10,60.49,50.00,6.00,0.00,29.97,1015.30,10.00,M,BKN,BKN,M,M,10000.00,12000.00,M,M,M,M,M,M,M,M,M,42.39,KALO 011554Z 05006KT 10SM BKN100 BKN120 08/01 A2997 RMK AO2 SLP153 T00780006,M
ALO,2022-03-01 16:54,44.10,33.10,65.02,10.00,5.00,0.00,29.99,1016.10,10.00,M,BKN,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,40.77,KALO 011654Z 01005KT 10SM BKN090 07/01 A2999 RMK AO2 SLP161 T00670006,M
ALO,2022-03-01 17:54,46.90,34.00,60.61,M,3.00,0.00,29.99,1016.10,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,45.72,KALO 011754Z VRB03KT 10SM FEW090 08/01 A2999 RMK AO2 SLP161 T00830011 10089 20006 53003,M
ALO,2022-03-01 18:54,51.10,35.10,54.13,0.00,0.00,0.00,29.98,1015.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.10,KALO 011854Z 00000KT 10SM CLR 11/02 A2998 RMK AO2 SLP158 T01060017,M
ALO,2022-03-01 19:54,54.00,35.10,48.65,330.00,3.00,0.00,29.98,1015.60,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,54.00,KALO 011954Z 33003KT 10SM FEW065 12/02 A2998 RMK AO2 SLP156 T01220017,M
ALO,2022-03-01 20:54,54.00,37.90,54.34,360.00,10.00,0.00,30.00,1016.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.00,KALO 012054Z 36010KT 10SM CLR 12/03 A3000 RMK AO2 SLP162 T01220033 53002,M
ALO,2022-03-01 21:54,52.00,39.00,61.06,360.00,11.00,0.00,30.02,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,52.00,KALO 012154Z 36011KT 10SM CLR 11/04 A3002 RMK AO2 SLP171 T01110039,M
ALO,2022-03-01 22:54,48.00,36.00,62.97,20.00,8.00,0.00,30.04,1017.70,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,43.82,KALO 012254Z 02008KT 10SM OVC090 09/02 A3004 RMK AO2 SLP177 T00890022 $,M
ALO,2022-03-01 23:54,45.00,35.10,68.05,30.00,4.00,0.00,30.06,1018.50,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,42.60,KALO 012354Z 03004KT 10SM OVC080 07/02 A3006 RMK AO2 SLP185 T00720017 10133 20072 $,M
ALO,2022-03-02 00:54,39.90,33.10,76.44,40.00,5.00,0.00,30.08,1019.30,10.00,M,BKN,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,35.78,KALO 020054Z 04005KT 10SM BKN070 04/01 A3008 RMK AO2 SLP193 T00440006 $,M
ALO,2022-03-02 01:54,34.00,28.90,81.37,40.00,4.00,0.00,30.07,1019.10,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,29.76,KALO 020154Z 04004KT 9SM CLR 01/M02 A3007 RMK AO2 SLP191 T00111017 $,M
ALO,2022-03-02 02:54,36.00,30.90,81.53,20.00,4.00,0.00,30.08,1019.40,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.09,KALO 020254Z AUTO 02004KT 9SM CLR 02/M01 A3008 RMK AO2 SLP194 T00221006 51008 $,M
ALO,2022-03-02 03:54,37.00,30.90,78.37,20.00,3.00,0.00,30.09,1019.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.40,KALO 020354Z AUTO 02003KT 10SM CLR 03/M01 A3009 RMK AO2 SLP196 T00281006 $,M
ALO,2022-03-02 04:54,35.10,30.90,84.49,0.00,0.00,0.00,30.09,1019.60,9.00,M,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,35.10,KALO 020454Z AUTO 00000KT 9SM SCT110 02/M01 A3009 RMK AO2 SLP196 T00171006 $,M
ALO,2022-03-02 05:54,35.10,30.00,81.46,0.00,0.00,0.00,30.09,1019.60,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,35.10,KALO 020554Z AUTO 00000KT 10SM OVC100 02/M01 A3009 RMK AO2 SLP196 T00171011 10072 20011 401330006 51003 $,M
ALO,2022-03-02 06:54,35.10,30.00,81.46,0.00,0.00,0.00,30.09,1019.40,10.00,M,BKN,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,35.10,KALO 020654Z AUTO 00000KT 10SM BKN095 02/M01 A3009 RMK AO2 SLP194 T00171011 $,M
ALO,2022-03-02 07:54,34.00,28.90,81.37,0.00,0.00,0.00,30.07,1018.90,10.00,M,FEW,BKN,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,34.00,KALO 020754Z AUTO 00000KT 10SM FEW070 BKN100 01/M02 A3007 RMK AO2 SLP189 T00111017 $,M
ALO,2022-03-02 08:54,34.00,30.00,85.11,230.00,3.00,0.00,30.06,1018.50,8.00,M,BKN,OVC,M,M,8500.00,11000.00,M,M,M,M,M,M,M,M,M,30.97,KALO 020854Z AUTO 23003KT 8SM BKN085 OVC110 01/M01 A3006 RMK AO2 SLP185 T00111011 58009 $,M
ALO,2022-03-02 09:54,33.10,28.90,84.36,0.00,0.00,0.00,30.04,1017.90,8.00,M,BKN,OVC,M,M,8000.00,10000.00,M,M,M,M,M,M,M,M,M,33.10,KALO 020954Z AUTO 00000KT 8SM BKN080 OVC100 01/M02 A3004 RMK AO2 SLP179 T00061017 $,M
ALO,2022-03-02 10:54,32.00,28.00,84.98,0.00,0.00,0.00,30.03,1017.40,7.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,32.00,KALO 021054Z AUTO 00000KT 7SM FEW070 00/M02 A3003 RMK AO2 SLP174 T00001022 $,M
ALO,2022-03-02 11:54,30.00,27.00,88.44,0.00,0.00,0.00,30.03,1017.60,6.00,M,FEW,M,M,M,8500.00,M,M,M,BR,M,M,M,M,M,M,30.00,KALO 021154Z 00000KT 6SM BR FEW085 M01/M03 A3003 RMK AO2 SLP176 T10111028 10017 21011 55011 $,M
ALO,2022-03-02 12:54,30.00,26.10,85.21,360.00,3.00,0.00,30.02,1017.50,4.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,26.40,KALO 021254Z 36003KT 4SM BR CLR M01/M03 A3002 RMK AO2 SLP175 T10111033 $,M
ALO,2022-03-02 13:54,35.10,30.90,84.49,0.00,0.00,0.00,30.03,1017.70,5.00,M,CLR,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,35.10,KALO 021354Z 00000KT 5SM BR CLR 02/M01 A3003 RMK AO2 SLP177 T00171006,M
ALO,2022-03-02 14:54,39.00,34.00,82.08,0.00,0.00,0.00,30.02,1017.40,9.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.00,KALO 021454Z 00000KT 9SM CLR 04/01 A3002 RMK AO2 SLP174 T00390011 58002,M
ALO,2022-03-02 15:54,44.10,34.00,67.41,0.00,0.00,0.00,30.02,1017.20,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.10,KALO 021554Z 00000KT 10SM CLR 07/01 A3002 RMK AO2 SLP172 T00670011,M
ALO,2022-03-02 16:54,46.90,35.10,63.33,0.00,0.00,0.00,30.02,1017.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.90,KALO 021654Z 00000KT 10SM CLR 08/02 A3002 RMK AO2 SLP171 T00830017,M
ALO,2022-03-02 17:54,53.10,37.00,54.21,M,3.00,0.00,30.01,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.10,KALO 021754Z VRB03KT 10SM CLR 12/03 A3001 RMK AO2 SLP166 T01170028 10117 21017 58006,M
ALO,2022-03-02 18:54,55.90,39.00,52.94,320.00,7.00,0.00,29.99,1016.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.90,KALO 021854Z 32007KT 10SM CLR 13/04 A2999 RMK AO2 SLP161 T01330039,M
ALO,2022-03-02 19:54,55.90,39.00,52.94,350.00,7.00,0.00,29.98,1015.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.90,KALO 021954Z 35007KT 10SM CLR 13/04 A2998 RMK AO2 SLP157 T01330039,M
ALO,2022-03-02 20:54,55.90,39.90,54.83,350.00,10.00,0.00,29.99,1016.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.90,KALO 022054Z 35010KT 10SM CLR 13/04 A2999 RMK AO2 SLP161 T01330044 55005,M
ALO,2022-03-02 21:54,53.10,39.90,60.73,10.00,14.00,0.00,30.02,1017.00,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,53.10,KALO 022154Z 01014KT 10SM FEW080 12/04 A3002 RMK AO2 SLP170 T01170044,M
ALO,2022-03-02 22:34,46.90,37.00,68.27,M,M,0.00,30.04,M,9.00,M,BKN,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,M,KALO 022234Z 9SM BKN024 08/03 A3004 RMK AO2 T00830028,M
ALO,2022-03-02 22:54,46.00,36.00,67.90,M,M,0.00,30.06,1018.70,7.00,M,OVC,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,M,KALO 022254Z 7SM OVC024 08/02 A3006 RMK AO2 SLP187 T00780022,M
ALO,2022-03-02 23:22,43.00,35.10,73.45,M,M,0.00,30.08,M,7.00,M,SCT,M,M,M,2400.00,M,M,M,M,M,M,M,M,M,M,M,KALO 022322Z 7SM SCT024 06/02 A3008 RMK AO2 T00610017,M
ALO,2022-03-02 23:54,39.00,33.10,79.17,M,M,0.00,30.10,1020.20,5.00,M,CLR,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,KALO 022354Z 5SM HZ CLR 04/01 A3010 RMK AO2 SLP202 T00390006 10139 20039 53037,M
ALO,2022-03-03 00:54,35.10,28.90,77.88,350.00,10.00,0.00,30.15,1021.90,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26.86,KALO 030054Z 35010KT 10SM CLR 02/M02 A3015 RMK AO2 SLP219 T00171017,M
ALO,2022-03-03 01:54,34.00,27.00,75.26,360.00,13.00,0.00,30.17,1022.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.13,KALO 030154Z 36013KT 10SM CLR 01/M03 A3017 RMK AO2 SLP225 T00111028,M
ALO,2022-03-03 02:54,32.00,26.10,78.58,340.00,10.00,0.00,30.20,1023.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.97,KALO 030254Z AUTO 34010KT 10SM CLR 00/M03 A3020 RMK AO2 SLP236 T00001033 51033,M
ALO,2022-03-03 03:54,32.00,26.10,78.58,360.00,10.00,0.00,30.21,1023.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.97,KALO 030354Z AUTO 36010KT 10SM CLR 00/M03 A3021 RMK AO2 SLP238 T00001033,M
ALO,2022-03-03 04:54,30.90,23.00,72.18,10.00,10.00,0.00,30.22,1024.10,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.59,KALO 030454Z AUTO 01010KT 10SM CLR M01/M05 A3022 RMK AO2 SLP241 T10061050,M
ALO,2022-03-03 05:54,30.90,21.90,68.91,10.00,10.00,0.00,30.26,1025.20,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,21.59,KALO 030554Z AUTO 01010KT 10SM BKN110 M01/M06 A3026 RMK AO2 SLP252 T10061056 10039 21011 401391017 53018,M
ALO,2022-03-03 06:54,30.90,21.90,68.91,20.00,11.00,0.00,30.26,1025.30,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,21.08,KALO 030654Z AUTO 02011KT 10SM CLR M01/M06 A3026 RMK AO2 SLP253 T10061056,M
ALO,2022-03-03 07:54,30.90,19.90,63.31,20.00,9.00,0.00,30.29,1026.20,10.00,M,FEW,BKN,M,M,9000.00,12000.00,M,M,M,M,M,M,M,M,M,22.15,KALO 030754Z AUTO 02009KT 10SM FEW090 BKN120 M01/M07 A3029 RMK AO2 SLP262 T10061067,M
ALO,2022-03-03 08:54,30.00,17.10,58.23,10.00,11.00,0.00,30.31,1027.00,10.00,M,BKN,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,19.94,KALO 030854Z AUTO 01011KT 10SM BKN110 M01/M08 A3031 RMK AO2 SLP270 T10111083 53018,M
ALO,2022-03-03 09:54,30.00,18.00,60.53,10.00,8.00,0.00,30.31,1027.00,10.00,M,BKN,OVC,M,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,21.65,KALO 030954Z AUTO 01008KT 10SM BKN070 OVC100 M01/M08 A3031 RMK AO2 SLP270 T10111078,M
ALO,2022-03-03 10:54,30.00,18.00,60.53,30.00,8.00,0.00,30.33,1027.70,10.00,M,BKN,OVC,M,M,10000.00,11000.00,M,M,M,M,M,M,M,M,M,21.65,KALO 031054Z AUTO 03008KT 10SM BKN100 OVC110 M01/M08 A3033 RMK AO2 SLP277 T10111078,M
ALO,2022-03-03 11:54,28.90,17.10,60.90,30.00,10.00,0.00,30.36,1028.90,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,19.08,KALO 031154Z 03010KT 10SM OVC090 M02/M08 A3036 RMK AO2 SLP289 T10171083 11006 21017 53015,M
ALO,2022-03-03 12:54,28.90,18.00,63.31,30.00,8.00,0.00,30.38,1029.80,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,20.29,KALO 031254Z 03008KT 10SM OVC090 M02/M08 A3038 RMK AO2 SLP298 T10171078,M
ALO,2022-03-03 13:54,28.90,18.00,63.31,40.00,9.00,0.00,30.40,1030.50,10.00,M,BKN,OVC,M,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,19.66,KALO 031354Z 04009KT 10SM BKN070 OVC090 M02/M08 A3040 RMK AO2 SLP305 T10171078,M
ALO,2022-03-03 14:54,30.00,18.00,60.53,40.00,8.00,0.00,30.43,1031.50,10.00,M,SCT,BKN,OVC,M,4600.00,6500.00,8000.00,M,M,M,M,M,M,M,M,21.65,KALO 031454Z 04008KT 10SM SCT046 BKN065 OVC080 M01/M08 A3043 RMK AO2 SLP315 T10111078 53024,M
ALO,2022-03-03 15:54,30.00,18.00,60.53,60.00,8.00,0.00,30.44,1031.80,10.00,M,SCT,BKN,OVC,M,6500.00,8000.00,9500.00,M,M,M,M,M,M,M,M,21.65,KALO 031554Z 06008KT 10SM SCT065 BKN080 OVC095 M01/M08 A3044 RMK AO2 SLP318 T10111078,M
ALO,2022-03-03 16:54,30.00,16.00,55.52,50.00,9.00,0.00,30.44,1031.90,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,21.03,KALO 031654Z 05009KT 10SM OVC090 M01/M09 A3044 RMK AO2 SLP319 T10111089,M
ALO,2022-03-03 17:54,30.90,16.00,53.53,70.00,7.00,0.00,30.45,1032.10,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,23.44,KALO 031754Z 07007KT 10SM OVC090 M01/M09 A3045 RMK AO2 SLP321 T10061089 11006 21017 51006,M
ALO,2022-03-03 18:54,32.00,15.10,49.23,70.00,8.00,0.00,30.43,1031.50,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,24.11,KALO 031854Z 07008KT 10SM OVC100 00/M09 A3043 RMK AO2 SLP315 T00001094,M
ALO,2022-03-03 19:54,32.00,15.10,49.23,60.00,7.00,0.00,30.42,1031.10,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,24.78,KALO 031954Z 06007KT 10SM OVC095 00/M09 A3042 RMK AO2 SLP311 T00001094,M
ALO,2022-03-03 20:54,32.00,12.00,42.96,80.00,7.00,0.00,30.40,1030.40,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,24.78,KALO 032054Z 08007KT 10SM OVC090 00/M11 A3040 RMK AO2 SLP304 T00001111 58016,M
ALO,2022-03-03 21:54,32.00,12.90,44.70,60.00,8.00,0.00,30.41,1031.00,10.00,M,BKN,OVC,M,M,6500.00,8000.00,M,M,M,M,M,M,M,M,M,24.11,KALO 032154Z 06008KT 10SM BKN065 OVC080 00/M11 A3041 RMK AO2 SLP310 T00001106,M
ALO,2022-03-03 22:54,32.00,12.90,44.70,80.00,7.00,0.00,30.40,1030.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,24.78,KALO 032254Z 08007KT 10SM CLR 00/M11 A3040 RMK AO2 SLP305 T00001106,M
ALO,2022-03-03 23:54,30.90,12.90,46.74,80.00,7.00,0.00,30.40,1030.40,10.00,M,BKN,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,23.44,KALO 032354Z 08007KT 10SM BKN085 M01/M11 A3040 RMK AO2 SLP304 T10061106 10006 21006 58000,M
ALO,2022-03-04 00:54,30.90,14.00,49.05,100.00,7.00,0.00,30.40,1030.40,10.00,M,OVC,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,23.44,KALO 040054Z 10007KT 10SM OVC085 M01/M10 A3040 RMK AO2 SLP304 T10061100,M
ALO,2022-03-04 01:54,30.00,15.10,53.38,110.00,6.00,0.00,30.39,1030.20,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,23.12,KALO 040154Z 11006KT 10SM OVC080 M01/M09 A3039 RMK AO2 SLP302 T10111094,M
ALO,2022-03-04 02:54,30.00,14.00,50.88,110.00,6.00,0.00,30.39,1030.00,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,23.12,KALO 040254Z AUTO 11006KT 10SM OVC080 M01/M10 A3039 RMK AO2 SLP300 T10111100 58004,M
ALO,2022-03-04 03:54,30.90,14.00,49.05,100.00,6.00,0.00,30.39,1030.10,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,24.21,KALO 040354Z AUTO 10006KT 10SM OVC075 M01/M10 A3039 RMK AO2 SLP301 T10061100,M
ALO,2022-03-04 04:54,30.90,15.10,51.47,120.00,6.00,0.00,30.38,1029.70,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,24.21,KALO 040454Z AUTO 12006KT 10SM OVC075 M01/M09 A3038 RMK AO2 SLP297 T10061094,M
ALO,2022-03-04 05:54,30.90,16.00,53.53,120.00,6.00,0.00,30.37,1029.60,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,24.21,KALO 040554Z AUTO 12006KT 10SM OVC075 M01/M09 A3037 RMK AO2 SLP296 T10061089 11006 21011 400061017 58004,M
ALO,2022-03-04 06:54,30.90,17.10,56.14,110.00,8.00,0.00,30.36,1029.00,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,22.76,KALO 040654Z AUTO 11008KT 10SM OVC075 M01/M08 A3036 RMK AO2 SLP290 T10061083,M
ALO,2022-03-04 07:54,30.00,18.00,60.53,110.00,7.00,0.00,30.35,1028.90,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,22.34,KALO 040754Z AUTO 11007KT 10SM OVC070 M01/M08 A3035 RMK AO2 SLP289 T10111078,M
ALO,2022-03-04 08:54,30.90,17.10,56.14,120.00,8.00,0.00,30.34,1028.40,10.00,M,OVC,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,22.76,KALO 040854Z AUTO 12008KT 10SM OVC070 M01/M08 A3034 RMK AO2 SLP284 T10061083 56011,M
ALO,2022-03-04 09:54,28.00,17.10,63.19,110.00,7.00,0.00,30.33,1028.10,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,19.90,KALO 040954Z AUTO 11007KT 10SM FEW070 M02/M08 A3033 RMK AO2 SLP281 T10221083,M
ALO,2022-03-04 10:54,27.00,17.10,65.84,110.00,7.00,0.00,30.32,1027.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.68,KALO 041054Z AUTO 11007KT 10SM CLR M03/M08 A3032 RMK AO2 SLP278 T10281083,M
ALO,2022-03-04 11:54,28.00,18.00,65.69,110.00,9.00,0.00,30.32,1027.80,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,18.54,KALO 041154Z 11009KT 10SM CLR M02/M08 A3032 RMK AO2 SLP278 T10221078 11006 21028 56006,M
ALO,2022-03-04 12:54,28.00,19.00,68.57,110.00,11.00,0.00,30.31,1027.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17.41,KALO 041254Z 11011KT 10SM CLR M02/M07 A3031 RMK AO2 SLP274 T10221072,M
ALO,2022-03-04 13:54,30.00,19.90,65.66,110.00,13.00,0.00,30.31,1027.50,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,19.01,KALO 041354Z 11013G21KT 10SM CLR M01/M07 A3031 RMK AO2 SLP275 T10111067,M
ALO,2022-03-04 14:54,32.00,19.90,60.55,120.00,15.00,0.00,30.29,1026.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20.78,KALO 041454Z 12015KT 10SM CLR 00/M07 A3029 RMK AO2 SLP266 T00001067 58011,M
ALO,2022-03-04 15:54,35.10,21.00,56.05,120.00,14.00,0.00,30.26,1025.50,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,25.16,KALO 041554Z 12014G21KT 10SM CLR 02/M06 A3026 RMK AO2 SLP255 T00171061,M
ALO,2022-03-04 16:54,37.00,21.90,54.01,120.00,15.00,0.00,30.23,1024.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,27.26,KALO 041654Z 12015KT 10SM CLR 03/M06 A3023 RMK AO2 SLP245 T00281056,M
ALO,2022-03-04 17:54,39.00,23.00,52.30,110.00,17.00,0.00,30.18,1022.90,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,26.00,110.00,2022-03-04 17:49,29.25,KALO 041754Z 11017G26KT 10SM CLR 04/M05 A3018 RMK AO2 PK WND 11026/1749 SLP229 T00391050 10039 21028 58034,M
ALO,2022-03-04 18:54,42.10,23.00,46.37,120.00,17.00,0.00,30.13,1021.30,10.00,25.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,100.00,2022-03-04 18:13,33.31,KALO 041854Z 12017G25KT 10SM CLR 06/M05 A3013 RMK AO2 PK WND 10029/1813 SLP213 T00561050,M
ALO,2022-03-04 19:54,43.00,25.00,48.70,120.00,14.00,0.00,30.08,1019.50,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,29.00,110.00,2022-03-04 19:20,35.34,KALO 041954Z 12014G27KT 10SM CLR 06/M04 A3008 RMK AO2 PK WND 11029/1920 SLP195 T00611039,M
